Variable,Type,NumUniqueValues,Code,Description,Variable_Type,Positive Above 0,Negative Above 0,Positive Mean,Negative Mean
c93017_claim_cnt,numerical,7,93017,"CARDIOVASCULAR STRESS TEST USING MAXIMAL OR SUBMAXIMAL TREADMILL OR BICYCLE EXERCISE, CONTINUOUS ELECTROCARDIOGRAPHIC MONITORING, AND/OR PHARMACOLOGICAL STRESS; TRACING ONLY, WITHOUT INTERPRETATION AND REPORT",NA,71,1624,0.025756600128783,0.02710358971332458
c93017_flag,numerical,2,93017,"CARDIOVASCULAR STRESS TEST USING MAXIMAL OR SUBMAXIMAL TREADMILL OR BICYCLE EXERCISE, CONTINUOUS ELECTROCARDIOGRAPHIC MONITORING, AND/OR PHARMACOLOGICAL STRESS; TRACING ONLY, WITHOUT INTERPRETATION AND REPORT",NA,71,1624,0.022858982614294913,0.023960930699204745
c93017_index_max_dd,numerical,635,93017,"CARDIOVASCULAR STRESS TEST USING MAXIMAL OR SUBMAXIMAL TREADMILL OR BICYCLE EXERCISE, CONTINUOUS ELECTROCARDIOGRAPHIC MONITORING, AND/OR PHARMACOLOGICAL STRESS; TRACING ONLY, WITHOUT INTERPRETATION AND REPORT",Date_Difference,71,1612,303.5492957746479,289.5006157635468
c93017_index_min_dd,numerical,648,93017,"CARDIOVASCULAR STRESS TEST USING MAXIMAL OR SUBMAXIMAL TREADMILL OR BICYCLE EXERCISE, CONTINUOUS ELECTROCARDIOGRAPHIC MONITORING, AND/OR PHARMACOLOGICAL STRESS; TRACING ONLY, WITHOUT INTERPRETATION AND REPORT",Date_Difference,71,1612,314.9718309859155,301.9649014778325
c93017_max_min_dd,numerical,75,93017,"CARDIOVASCULAR STRESS TEST USING MAXIMAL OR SUBMAXIMAL TREADMILL OR BICYCLE EXERCISE, CONTINUOUS ELECTROCARDIOGRAPHIC MONITORING, AND/OR PHARMACOLOGICAL STRESS; TRACING ONLY, WITHOUT INTERPRETATION AND REPORT",Date_Difference,4,78,11.422535211267606,12.464285714285714
c93018_claim_cnt,numerical,5,93018,"CARDIOVASCULAR STRESS TEST USING MAXIMAL OR SUBMAXIMAL TREADMILL OR BICYCLE EXERCISE, CONTINUOUS ELECTROCARDIOGRAPHIC MONITORING, AND/OR PHARMACOLOGICAL STRESS; INTERPRETATION AND REPORT ONLY",NA,81,2275,0.029298132646490664,0.03631025274060522
c93018_flag,numerical,2,93018,"CARDIOVASCULAR STRESS TEST USING MAXIMAL OR SUBMAXIMAL TREADMILL OR BICYCLE EXERCISE, CONTINUOUS ELECTROCARDIOGRAPHIC MONITORING, AND/OR PHARMACOLOGICAL STRESS; INTERPRETATION AND REPORT ONLY",NA,81,2275,0.02607855763039279,0.03356595895362734
c93018_index_max_dd,numerical,685,93018,"CARDIOVASCULAR STRESS TEST USING MAXIMAL OR SUBMAXIMAL TREADMILL OR BICYCLE EXERCISE, CONTINUOUS ELECTROCARDIOGRAPHIC MONITORING, AND/OR PHARMACOLOGICAL STRESS; INTERPRETATION AND REPORT ONLY",Date_Difference,80,2258,323.69135802469134,307.9331868131868
c93018_index_min_dd,numerical,696,93018,"CARDIOVASCULAR STRESS TEST USING MAXIMAL OR SUBMAXIMAL TREADMILL OR BICYCLE EXERCISE, CONTINUOUS ELECTROCARDIOGRAPHIC MONITORING, AND/OR PHARMACOLOGICAL STRESS; INTERPRETATION AND REPORT ONLY",Date_Difference,80,2260,343.7901234567901,325.31384615384616
c93018_max_min_dd,numerical,123,93018,"CARDIOVASCULAR STRESS TEST USING MAXIMAL OR SUBMAXIMAL TREADMILL OR BICYCLE EXERCISE, CONTINUOUS ELECTROCARDIOGRAPHIC MONITORING, AND/OR PHARMACOLOGICAL STRESS; INTERPRETATION AND REPORT ONLY",Date_Difference,6,130,20.098765432098766,17.380659340659342
c93306_claim_cnt,numerical,11,93306,"ECHOCARDIOGRAPHY, TRANSTHORACIC, REAL-TIME WITH IMAGE DOCUMENTATION (2D), INCLUDES M-MODE RECORDING, WHEN PERFORMED, COMPLETE, WITH SPECTRAL DOPPLER ECHOCARDIOGRAPHY, AND WITH COLOR FLOW DOPPLER ECHOCARDIOGRAPHY",NA,464,10516,0.2086284610431423,0.22467798810806025
c93306_flag,numerical,2,93306,"ECHOCARDIOGRAPHY, TRANSTHORACIC, REAL-TIME WITH IMAGE DOCUMENTATION (2D), INCLUDES M-MODE RECORDING, WHEN PERFORMED, COMPLETE, WITH SPECTRAL DOPPLER ECHOCARDIOGRAPHY, AND WITH COLOR FLOW DOPPLER ECHOCARDIOGRAPHY",NA,464,10516,0.1493882807469414,0.15515587883795387
c93306_index_max_dd,numerical,732,93306,"ECHOCARDIOGRAPHY, TRANSTHORACIC, REAL-TIME WITH IMAGE DOCUMENTATION (2D), INCLUDES M-MODE RECORDING, WHEN PERFORMED, COMPLETE, WITH SPECTRAL DOPPLER ECHOCARDIOGRAPHY, AND WITH COLOR FLOW DOPPLER ECHOCARDIOGRAPHY",Date_Difference,453,10169,300.1875,261.39026245720805
c93306_index_min_dd,numerical,732,93306,"ECHOCARDIOGRAPHY, TRANSTHORACIC, REAL-TIME WITH IMAGE DOCUMENTATION (2D), INCLUDES M-MODE RECORDING, WHEN PERFORMED, COMPLETE, WITH SPECTRAL DOPPLER ECHOCARDIOGRAPHY, AND WITH COLOR FLOW DOPPLER ECHOCARDIOGRAPHY",Date_Difference,456,10257,359.77370689655174,328.8585013313047
c93306_max_min_dd,numerical,654,93306,"ECHOCARDIOGRAPHY, TRANSTHORACIC, REAL-TIME WITH IMAGE DOCUMENTATION (2D), INCLUDES M-MODE RECORDING, WHEN PERFORMED, COMPLETE, WITH SPECTRAL DOPPLER ECHOCARDIOGRAPHY, AND WITH COLOR FLOW DOPPLER ECHOCARDIOGRAPHY",Date_Difference,95,2356,59.58620689655172,67.46823887409661
c93458_claim_cnt,numerical,7,93458,"CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED",NA,46,1161,0.017385705086928525,0.021703527745400356
c93458_flag,numerical,2,93458,"CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED",NA,46,1161,0.014810045074050225,0.017129704767103886
c93458_index_max_dd,numerical,581,93458,"CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED",Date_Difference,46,1145,363.5869565217391,320.411714039621
c93458_index_min_dd,numerical,584,93458,"CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED",Date_Difference,46,1145,371.6521739130435,332.4659776055125
c93458_max_min_dd,numerical,67,93458,"CATHETER PLACEMENT IN CORONARY ARTERY(S) FOR CORONARY ANGIOGRAPHY, INCLUDING INTRAPROCEDURAL INJECTION(S) FOR CORONARY ANGIOGRAPHY, IMAGING SUPERVISION AND INTERPRETATION; WITH LEFT HEART CATHETERIZATION INCLUDING INTRAPROCEDURAL INJECTION(S) FOR LEFT VENTRICULOGRAPHY, WHEN PERFORMED",Date_Difference,2,69,8.065217391304348,12.054263565891473
c93880_claim_cnt,numerical,9,93880,DUPLEX SCAN OF EXTRACRANIAL ARTERIES; COMPLETE BILATERAL STUDY,NA,170,4113,0.06986477784932389,0.08228455080632073
c93880_flag,numerical,2,93880,DUPLEX SCAN OF EXTRACRANIAL ARTERIES; COMPLETE BILATERAL STUDY,NA,170,4113,0.054732775273663874,0.06068430293462384
c93880_index_max_dd,numerical,729,93880,DUPLEX SCAN OF EXTRACRANIAL ARTERIES; COMPLETE BILATERAL STUDY,Date_Difference,167,4054,307.3058823529412,304.94262095793823
c93880_index_min_dd,numerical,730,93880,DUPLEX SCAN OF EXTRACRANIAL ARTERIES; COMPLETE BILATERAL STUDY,Date_Difference,167,4059,359.6,357.8064672988086
c93880_max_min_dd,numerical,351,93880,DUPLEX SCAN OF EXTRACRANIAL ARTERIES; COMPLETE BILATERAL STUDY,Date_Difference,25,649,52.294117647058826,52.86384634087041
c93922_claim_cnt,numerical,10,93922,"LIMITED BILATERAL NONINVASIVE PHYSIOLOGIC STUDIES OF UPPER OR LOWER EXTREMITY ARTERIES, (EG, FOR LOWER EXTREMITY: ANKLE/BRACHIAL INDICES AT DISTAL POSTERIOR TIBIAL AND ANTERIOR TIBIAL/DORSALIS PEDIS ARTERIES PLUS BIDIRECTIONAL, DOPPLER WAVEFORM RECORDING AND ANALYSIS AT 1-2 LEVELS, OR ANKLE/BRACHIAL INDICES AT DISTAL POSTERIOR TIBIAL AND ANTERIOR TIBIAL/DORSALIS PEDIS ARTERIES PLUS VOLUME PLETHYSMOGRAPHY AT 1-2 LEVELS, OR ANKLE/BRACHIAL INDICES AT DISTAL POSTERIOR TIBIAL AND ANTERIOR TIBIAL/DORSALIS PEDIS ARTERIES WITH, TRANSCUTANEOUS OXYGEN TENSION MEASUREMENT AT 1-2 LEVELS)",NA,46,1128,0.02092723760463619,0.02425601605264323
c93922_flag,numerical,2,93922,"LIMITED BILATERAL NONINVASIVE PHYSIOLOGIC STUDIES OF UPPER OR LOWER EXTREMITY ARTERIES, (EG, FOR LOWER EXTREMITY: ANKLE/BRACHIAL INDICES AT DISTAL POSTERIOR TIBIAL AND ANTERIOR TIBIAL/DORSALIS PEDIS ARTERIES PLUS BIDIRECTIONAL, DOPPLER WAVEFORM RECORDING AND ANALYSIS AT 1-2 LEVELS, OR ANKLE/BRACHIAL INDICES AT DISTAL POSTERIOR TIBIAL AND ANTERIOR TIBIAL/DORSALIS PEDIS ARTERIES PLUS VOLUME PLETHYSMOGRAPHY AT 1-2 LEVELS, OR ANKLE/BRACHIAL INDICES AT DISTAL POSTERIOR TIBIAL AND ANTERIOR TIBIAL/DORSALIS PEDIS ARTERIES WITH, TRANSCUTANEOUS OXYGEN TENSION MEASUREMENT AT 1-2 LEVELS)",NA,46,1128,0.014810045074050225,0.01664281393393039
c93922_index_max_dd,numerical,571,93922,"LIMITED BILATERAL NONINVASIVE PHYSIOLOGIC STUDIES OF UPPER OR LOWER EXTREMITY ARTERIES, (EG, FOR LOWER EXTREMITY: ANKLE/BRACHIAL INDICES AT DISTAL POSTERIOR TIBIAL AND ANTERIOR TIBIAL/DORSALIS PEDIS ARTERIES PLUS BIDIRECTIONAL, DOPPLER WAVEFORM RECORDING AND ANALYSIS AT 1-2 LEVELS, OR ANKLE/BRACHIAL INDICES AT DISTAL POSTERIOR TIBIAL AND ANTERIOR TIBIAL/DORSALIS PEDIS ARTERIES PLUS VOLUME PLETHYSMOGRAPHY AT 1-2 LEVELS, OR ANKLE/BRACHIAL INDICES AT DISTAL POSTERIOR TIBIAL AND ANTERIOR TIBIAL/DORSALIS PEDIS ARTERIES WITH, TRANSCUTANEOUS OXYGEN TENSION MEASUREMENT AT 1-2 LEVELS)",Date_Difference,46,1114,300.1521739130435,299.91312056737587
c93922_index_min_dd,numerical,596,93922,"LIMITED BILATERAL NONINVASIVE PHYSIOLOGIC STUDIES OF UPPER OR LOWER EXTREMITY ARTERIES, (EG, FOR LOWER EXTREMITY: ANKLE/BRACHIAL INDICES AT DISTAL POSTERIOR TIBIAL AND ANTERIOR TIBIAL/DORSALIS PEDIS ARTERIES PLUS BIDIRECTIONAL, DOPPLER WAVEFORM RECORDING AND ANALYSIS AT 1-2 LEVELS, OR ANKLE/BRACHIAL INDICES AT DISTAL POSTERIOR TIBIAL AND ANTERIOR TIBIAL/DORSALIS PEDIS ARTERIES PLUS VOLUME PLETHYSMOGRAPHY AT 1-2 LEVELS, OR ANKLE/BRACHIAL INDICES AT DISTAL POSTERIOR TIBIAL AND ANTERIOR TIBIAL/DORSALIS PEDIS ARTERIES WITH, TRANSCUTANEOUS OXYGEN TENSION MEASUREMENT AT 1-2 LEVELS)",Date_Difference,46,1115,377.3478260869565,356.76418439716315
c93922_max_min_dd,numerical,176,93922,"LIMITED BILATERAL NONINVASIVE PHYSIOLOGIC STUDIES OF UPPER OR LOWER EXTREMITY ARTERIES, (EG, FOR LOWER EXTREMITY: ANKLE/BRACHIAL INDICES AT DISTAL POSTERIOR TIBIAL AND ANTERIOR TIBIAL/DORSALIS PEDIS ARTERIES PLUS BIDIRECTIONAL, DOPPLER WAVEFORM RECORDING AND ANALYSIS AT 1-2 LEVELS, OR ANKLE/BRACHIAL INDICES AT DISTAL POSTERIOR TIBIAL AND ANTERIOR TIBIAL/DORSALIS PEDIS ARTERIES PLUS VOLUME PLETHYSMOGRAPHY AT 1-2 LEVELS, OR ANKLE/BRACHIAL INDICES AT DISTAL POSTERIOR TIBIAL AND ANTERIOR TIBIAL/DORSALIS PEDIS ARTERIES WITH, TRANSCUTANEOUS OXYGEN TENSION MEASUREMENT AT 1-2 LEVELS)",Date_Difference,11,217,77.19565217391305,56.851063829787236
c93970_claim_cnt,numerical,9,93970,DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; COMPLETE BILATERAL STUDY,NA,119,2720,0.04925949774629749,0.05352848311374065
c93970_flag,numerical,2,93970,DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; COMPLETE BILATERAL STUDY,NA,119,2720,0.03831294269156471,0.040131608067633565
c93970_index_max_dd,numerical,674,93970,DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; COMPLETE BILATERAL STUDY,Date_Difference,112,2469,280,225.6393382352941
c93970_index_min_dd,numerical,684,93970,DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; COMPLETE BILATERAL STUDY,Date_Difference,112,2487,301.7142857142857,248.8308823529412
c93970_max_min_dd,numerical,238,93970,DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; COMPLETE BILATERAL STUDY,Date_Difference,15,353,21.714285714285715,23.19154411764706
c93971_claim_cnt,numerical,11,93971,DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY,NA,122,2752,0.05698647778493239,0.06007937796007495
c93971_flag,numerical,2,93971,DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY,NA,122,2752,0.039278815196394076,0.04060374463313513
c93971_index_max_dd,numerical,675,93971,DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY,Date_Difference,117,2584,261.6311475409836,235.55414244186048
c93971_index_min_dd,numerical,687,93971,DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY,Date_Difference,119,2610,289.327868852459,261.22601744186045
c93971_max_min_dd,numerical,261,93971,DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY,Date_Difference,22,460,27.69672131147541,25.671875
c94010_claim_cnt,numerical,17,94010,"SPIROMETRY, INCLUDING GRAPHIC RECORD, TOTAL AND TIMED VITAL CAPACITY, EXPIRATORY FLOW RATE MEASUREMENT(S), WITH OR WITHOUT MAXIMAL VOLUNTARY VENTILATION",NA,61,1678,0.028976175144880875,0.0391725806689585
c94010_flag,numerical,2,94010,"SPIROMETRY, INCLUDING GRAPHIC RECORD, TOTAL AND TIMED VITAL CAPACITY, EXPIRATORY FLOW RATE MEASUREMENT(S), WITH OR WITHOUT MAXIMAL VOLUNTARY VENTILATION",NA,61,1678,0.019639407598197038,0.024757661153488646
c94010_index_max_dd,numerical,640,94010,"SPIROMETRY, INCLUDING GRAPHIC RECORD, TOTAL AND TIMED VITAL CAPACITY, EXPIRATORY FLOW RATE MEASUREMENT(S), WITH OR WITHOUT MAXIMAL VOLUNTARY VENTILATION",Date_Difference,60,1646,350.3606557377049,287.08581644815257
c94010_index_min_dd,numerical,640,94010,"SPIROMETRY, INCLUDING GRAPHIC RECORD, TOTAL AND TIMED VITAL CAPACITY, EXPIRATORY FLOW RATE MEASUREMENT(S), WITH OR WITHOUT MAXIMAL VOLUNTARY VENTILATION",Date_Difference,60,1655,408.327868852459,356.1030989272944
c94010_max_min_dd,numerical,273,94010,"SPIROMETRY, INCLUDING GRAPHIC RECORD, TOTAL AND TIMED VITAL CAPACITY, EXPIRATORY FLOW RATE MEASUREMENT(S), WITH OR WITHOUT MAXIMAL VOLUNTARY VENTILATION",Date_Difference,10,386,57.967213114754095,69.01728247914184
c94060_claim_cnt,numerical,10,94060,"BRONCHODILATION RESPONSIVENESS, SPIROMETRY AS IN 94010, PRE- AND POST-BRONCHODILATOR ADMINISTRATION",NA,74,1863,0.035737282678686415,0.03849388435604999
c94060_flag,numerical,2,94060,"BRONCHODILATION RESPONSIVENESS, SPIROMETRY AS IN 94010, PRE- AND POST-BRONCHODILATOR ADMINISTRATION",NA,74,1863,0.023824855119124275,0.027487200672794605
c94060_index_max_dd,numerical,654,94060,"BRONCHODILATION RESPONSIVENESS, SPIROMETRY AS IN 94010, PRE- AND POST-BRONCHODILATOR ADMINISTRATION",Date_Difference,74,1836,332.0135135135135,281.5475040257649
c94060_index_min_dd,numerical,662,94060,"BRONCHODILATION RESPONSIVENESS, SPIROMETRY AS IN 94010, PRE- AND POST-BRONCHODILATOR ADMINISTRATION",Date_Difference,74,1839,387.5405405405405,324.00429414922166
c94060_max_min_dd,numerical,225,94060,"BRONCHODILATION RESPONSIVENESS, SPIROMETRY AS IN 94010, PRE- AND POST-BRONCHODILATOR ADMINISTRATION",Date_Difference,13,292,55.527027027027025,42.45679012345679
c94640_claim_cnt,numerical,15,94640,"PRESSURIZED OR NONPRESSURIZED INHALATION TREATMENT FOR ACUTE AIRWAY OBSTRUCTION FOR THERAPEUTIC PURPOSES AND/OR FOR DIAGNOSTIC PURPOSES SUCH AS SPUTUM INDUCTION WITH AN AEROSOL GENERATOR, NEBULIZER, METERED DOSE INHALER OR INTERMITTENT POSITIVE PRESSURE BREATHING (IPPB) DEVICE",NA,54,1572,0.031551835157759174,0.03465777476134972
c94640_flag,numerical,2,94640,"PRESSURIZED OR NONPRESSURIZED INHALATION TREATMENT FOR ACUTE AIRWAY OBSTRUCTION FOR THERAPEUTIC PURPOSES AND/OR FOR DIAGNOSTIC PURPOSES SUCH AS SPUTUM INDUCTION WITH AN AEROSOL GENERATOR, NEBULIZER, METERED DOSE INHALER OR INTERMITTENT POSITIVE PRESSURE BREATHING (IPPB) DEVICE",NA,54,1572,0.017385705086928525,0.02319370878026469
c94640_index_max_dd,numerical,600,94640,"PRESSURIZED OR NONPRESSURIZED INHALATION TREATMENT FOR ACUTE AIRWAY OBSTRUCTION FOR THERAPEUTIC PURPOSES AND/OR FOR DIAGNOSTIC PURPOSES SUCH AS SPUTUM INDUCTION WITH AN AEROSOL GENERATOR, NEBULIZER, METERED DOSE INHALER OR INTERMITTENT POSITIVE PRESSURE BREATHING (IPPB) DEVICE",Date_Difference,52,1470,287.05555555555554,257.5375318066158
c94640_index_min_dd,numerical,626,94640,"PRESSURIZED OR NONPRESSURIZED INHALATION TREATMENT FOR ACUTE AIRWAY OBSTRUCTION FOR THERAPEUTIC PURPOSES AND/OR FOR DIAGNOSTIC PURPOSES SUCH AS SPUTUM INDUCTION WITH AN AEROSOL GENERATOR, NEBULIZER, METERED DOSE INHALER OR INTERMITTENT POSITIVE PRESSURE BREATHING (IPPB) DEVICE",Date_Difference,54,1487,338.0925925925926,297.23409669211196
c94640_max_min_dd,numerical,215,94640,"PRESSURIZED OR NONPRESSURIZED INHALATION TREATMENT FOR ACUTE AIRWAY OBSTRUCTION FOR THERAPEUTIC PURPOSES AND/OR FOR DIAGNOSTIC PURPOSES SUCH AS SPUTUM INDUCTION WITH AN AEROSOL GENERATOR, NEBULIZER, METERED DOSE INHALER OR INTERMITTENT POSITIVE PRESSURE BREATHING (IPPB) DEVICE",Date_Difference,13,422,51.03703703703704,39.69656488549618
c94726_claim_cnt,numerical,7,94726,"PLETHYSMOGRAPHY FOR DETERMINATION OF LUNG VOLUMES AND, WHEN PERFORMED, AIRWAY RESISTANCE",NA,51,1074,0.021571152607855762,0.021305162518258407
c94726_flag,numerical,2,94726,"PLETHYSMOGRAPHY FOR DETERMINATION OF LUNG VOLUMES AND, WHEN PERFORMED, AIRWAY RESISTANCE",NA,51,1074,0.016419832582099163,0.015846083479646486
c94726_index_max_dd,numerical,519,94726,"PLETHYSMOGRAPHY FOR DETERMINATION OF LUNG VOLUMES AND, WHEN PERFORMED, AIRWAY RESISTANCE",Date_Difference,50,1058,313.3137254901961,278.6080074487896
c94726_index_min_dd,numerical,531,94726,"PLETHYSMOGRAPHY FOR DETERMINATION OF LUNG VOLUMES AND, WHEN PERFORMED, AIRWAY RESISTANCE",Date_Difference,50,1060,340.2352941176471,303.83147113594043
c94726_max_min_dd,numerical,88,94726,"PLETHYSMOGRAPHY FOR DETERMINATION OF LUNG VOLUMES AND, WHEN PERFORMED, AIRWAY RESISTANCE",Date_Difference,3,101,26.92156862745098,25.223463687150836
c94729_claim_cnt,numerical,9,94729,"DIFFUSING CAPACITY (EG, CARBON MONOXIDE, MEMBRANE) (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",NA,69,1710,0.031551835157759174,0.034879088776428584
c94729_flag,numerical,2,94729,"DIFFUSING CAPACITY (EG, CARBON MONOXIDE, MEMBRANE) (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",NA,69,1710,0.022215067611075338,0.025229797718990216
c94729_index_max_dd,numerical,626,94729,"DIFFUSING CAPACITY (EG, CARBON MONOXIDE, MEMBRANE) (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",Date_Difference,68,1685,312.4782608695652,276.8748538011696
c94729_index_min_dd,numerical,632,94729,"DIFFUSING CAPACITY (EG, CARBON MONOXIDE, MEMBRANE) (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",Date_Difference,68,1688,349.0869565217391,312.48070175438596
c94729_max_min_dd,numerical,172,94729,"DIFFUSING CAPACITY (EG, CARBON MONOXIDE, MEMBRANE) (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",Date_Difference,8,209,36.608695652173914,35.605847953216376
c94760_claim_cnt,numerical,21,94760,NONINVASIVE EAR OR PULSE OXIMETRY FOR OXYGEN SATURATION; SINGLE DETERMINATION,NA,85,2340,0.050225370251126854,0.06146627912123582
c94760_flag,numerical,2,94760,NONINVASIVE EAR OR PULSE OXIMETRY FOR OXYGEN SATURATION; SINGLE DETERMINATION,NA,85,2340,0.027366387636831937,0.0345249863523024
c94760_index_max_dd,numerical,665,94760,NONINVASIVE EAR OR PULSE OXIMETRY FOR OXYGEN SATURATION; SINGLE DETERMINATION,Date_Difference,78,2191,278.3176470588235,266.7534188034188
c94760_index_min_dd,numerical,695,94760,NONINVASIVE EAR OR PULSE OXIMETRY FOR OXYGEN SATURATION; SINGLE DETERMINATION,Date_Difference,80,2228,353.6470588235294,331.3465811965812
c94760_max_min_dd,numerical,390,94760,NONINVASIVE EAR OR PULSE OXIMETRY FOR OXYGEN SATURATION; SINGLE DETERMINATION,Date_Difference,33,740,75.32941176470588,64.59316239316239
c96360_claim_cnt,numerical,15,96360,"INTRAVENOUS INFUSION, HYDRATION; INITIAL, 31 MINUTES TO 1 HOUR",NA,59,1499,0.04829362524146812,0.02880033049559585
c96360_flag,numerical,2,96360,"INTRAVENOUS INFUSION, HYDRATION; INITIAL, 31 MINUTES TO 1 HOUR",NA,59,1499,0.018995492594977462,0.02211664724021423
c96360_index_max_dd,numerical,536,96360,"INTRAVENOUS INFUSION, HYDRATION; INITIAL, 31 MINUTES TO 1 HOUR",Date_Difference,53,1328,195.11864406779662,195.1307538358906
c96360_index_min_dd,numerical,565,96360,"INTRAVENOUS INFUSION, HYDRATION; INITIAL, 31 MINUTES TO 1 HOUR",Date_Difference,54,1347,231.25423728813558,212.44029352901936
c96360_max_min_dd,numerical,124,96360,"INTRAVENOUS INFUSION, HYDRATION; INITIAL, 31 MINUTES TO 1 HOUR",Date_Difference,13,165,36.13559322033898,17.30953969312875
c96361_claim_cnt,numerical,17,96361,"INTRAVENOUS INFUSION, HYDRATION; EACH ADDITIONAL HOUR (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",NA,99,2416,0.052479072762395364,0.050016967407822716
c96361_flag,numerical,2,96361,"INTRAVENOUS INFUSION, HYDRATION; EACH ADDITIONAL HOUR (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",NA,99,2416,0.03187379265936896,0.03564631069536864
c96361_index_max_dd,numerical,613,96361,"INTRAVENOUS INFUSION, HYDRATION; EACH ADDITIONAL HOUR (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",Date_Difference,83,1993,155.02020202020202,169.71730132450332
c96361_index_min_dd,numerical,636,96361,"INTRAVENOUS INFUSION, HYDRATION; EACH ADDITIONAL HOUR (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",Date_Difference,86,2059,186.12121212121212,194.81208609271522
c96361_max_min_dd,numerical,231,96361,"INTRAVENOUS INFUSION, HYDRATION; EACH ADDITIONAL HOUR (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)",Date_Difference,24,514,31.1010101010101,25.09478476821192
c96365_claim_cnt,numerical,42,96365,"INTRAVENOUS INFUSION, FOR THERAPY, PROPHYLAXIS, OR DIAGNOSIS (SPECIFY SUBSTANCE OR DRUG); INITIAL, UP TO 1 HOUR",NA,179,3166,0.15840309079201545,0.10108148782035203
c96365_flag,numerical,2,96365,"INTRAVENOUS INFUSION, FOR THERAPY, PROPHYLAXIS, OR DIAGNOSIS (SPECIFY SUBSTANCE OR DRUG); INITIAL, UP TO 1 HOUR",NA,179,3166,0.05763039278815196,0.04671201144931171
c96365_index_max_dd,numerical,616,96365,"INTRAVENOUS INFUSION, FOR THERAPY, PROPHYLAXIS, OR DIAGNOSIS (SPECIFY SUBSTANCE OR DRUG); INITIAL, UP TO 1 HOUR",Date_Difference,86,1972,80.54748603351955,130.84144030322173
