Column,Type,NumUniqueValues,Code,Description,Class
c77338_flag,numerical,2,77338,"MULTI-LEAF COLLIMATOR (MLC) DEVICE(S) FOR INTENSITY MODULATED RADIATION THERAPY (IMRT), DESIGN AND CONSTRUCTION PER IMRT PLAN",CPT
c77338_index_max_dd,numerical,677,77338,"MULTI-LEAF COLLIMATOR (MLC) DEVICE(S) FOR INTENSITY MODULATED RADIATION THERAPY (IMRT), DESIGN AND CONSTRUCTION PER IMRT PLAN",CPT
c77338_index_min_dd,numerical,685,77338,"MULTI-LEAF COLLIMATOR (MLC) DEVICE(S) FOR INTENSITY MODULATED RADIATION THERAPY (IMRT), DESIGN AND CONSTRUCTION PER IMRT PLAN",CPT
c77338_max_min_dd,numerical,92,77338,"MULTI-LEAF COLLIMATOR (MLC) DEVICE(S) FOR INTENSITY MODULATED RADIATION THERAPY (IMRT), DESIGN AND CONSTRUCTION PER IMRT PLAN",CPT
c77418_claim_cnt,numerical,62,77418,"INTENSITY MODULATED TREATMENT DELIVERY, SINGLE OR MULTIPLE FIELDS/ARCS, VIA NARROW SPATIALLY AND TEMPORALLY MODULATED BEAMS, BINARY, DYNAMIC MLC, PER TREATMENT SESSION",CPT
c77418_flag,numerical,2,77418,"INTENSITY MODULATED TREATMENT DELIVERY, SINGLE OR MULTIPLE FIELDS/ARCS, VIA NARROW SPATIALLY AND TEMPORALLY MODULATED BEAMS, BINARY, DYNAMIC MLC, PER TREATMENT SESSION",CPT
c77418_index_max_dd,numerical,515,77418,"INTENSITY MODULATED TREATMENT DELIVERY, SINGLE OR MULTIPLE FIELDS/ARCS, VIA NARROW SPATIALLY AND TEMPORALLY MODULATED BEAMS, BINARY, DYNAMIC MLC, PER TREATMENT SESSION",CPT
c77418_index_min_dd,numerical,498,77418,"INTENSITY MODULATED TREATMENT DELIVERY, SINGLE OR MULTIPLE FIELDS/ARCS, VIA NARROW SPATIALLY AND TEMPORALLY MODULATED BEAMS, BINARY, DYNAMIC MLC, PER TREATMENT SESSION",CPT
c77418_max_min_dd,numerical,91,77418,"INTENSITY MODULATED TREATMENT DELIVERY, SINGLE OR MULTIPLE FIELDS/ARCS, VIA NARROW SPATIALLY AND TEMPORALLY MODULATED BEAMS, BINARY, DYNAMIC MLC, PER TREATMENT SESSION",CPT
c77427_claim_cnt,numerical,21,77427,"RADIATION TREATMENT MANAGEMENT, 5 TREATMENTS",CPT
c77427_flag,numerical,2,77427,"RADIATION TREATMENT MANAGEMENT, 5 TREATMENTS",CPT
c77427_index_max_dd,numerical,682,77427,"RADIATION TREATMENT MANAGEMENT, 5 TREATMENTS",CPT
c77427_index_min_dd,numerical,670,77427,"RADIATION TREATMENT MANAGEMENT, 5 TREATMENTS",CPT
c77427_max_min_dd,numerical,122,77427,"RADIATION TREATMENT MANAGEMENT, 5 TREATMENTS",CPT
c77470_claim_cnt,numerical,6,77470,"SPECIAL TREATMENT PROCEDURE (EG, TOTAL BODY IRRADIATION, HEMIBODY RADIATION, PER ORAL OR ENDOCAVITARY IRRADIATION)",CPT
c77470_flag,numerical,2,77470,"SPECIAL TREATMENT PROCEDURE (EG, TOTAL BODY IRRADIATION, HEMIBODY RADIATION, PER ORAL OR ENDOCAVITARY IRRADIATION)",CPT
c77470_index_max_dd,numerical,433,77470,"SPECIAL TREATMENT PROCEDURE (EG, TOTAL BODY IRRADIATION, HEMIBODY RADIATION, PER ORAL OR ENDOCAVITARY IRRADIATION)",CPT
c77470_index_min_dd,numerical,446,77470,"SPECIAL TREATMENT PROCEDURE (EG, TOTAL BODY IRRADIATION, HEMIBODY RADIATION, PER ORAL OR ENDOCAVITARY IRRADIATION)",CPT
c77470_max_min_dd,numerical,35,77470,"SPECIAL TREATMENT PROCEDURE (EG, TOTAL BODY IRRADIATION, HEMIBODY RADIATION, PER ORAL OR ENDOCAVITARY IRRADIATION)",CPT
c78306_claim_cnt,numerical,13,78306,BONE AND/OR JOINT IMAGING; WHOLE BODY,CPT
c78306_flag,numerical,2,78306,BONE AND/OR JOINT IMAGING; WHOLE BODY,CPT
c78306_index_max_dd,numerical,730,78306,BONE AND/OR JOINT IMAGING; WHOLE BODY,CPT
c78306_index_min_dd,numerical,732,78306,BONE AND/OR JOINT IMAGING; WHOLE BODY,CPT
c78306_max_min_dd,numerical,714,78306,BONE AND/OR JOINT IMAGING; WHOLE BODY,CPT
c78320_claim_cnt,numerical,7,78320,BONE AND/OR JOINT IMAGING; TOMOGRAPHIC (SPECT),CPT
c78320_flag,numerical,2,78320,BONE AND/OR JOINT IMAGING; TOMOGRAPHIC (SPECT),CPT
c78320_index_max_dd,numerical,314,78320,BONE AND/OR JOINT IMAGING; TOMOGRAPHIC (SPECT),CPT
c78320_index_min_dd,numerical,338,78320,BONE AND/OR JOINT IMAGING; TOMOGRAPHIC (SPECT),CPT
c78320_max_min_dd,numerical,64,78320,BONE AND/OR JOINT IMAGING; TOMOGRAPHIC (SPECT),CPT
c78452_claim_cnt,numerical,7,78452,"MYOCARDIAL PERFUSION IMAGING, TOMOGRAPHIC (SPECT) (INCLUDING ATTENUATION CORRECTION, QUALITATIVE OR QUANTITATIVE WALL MOTION, EJECTION FRACTION BY FIRST PASS OR GATED TECHNIQUE, ADDITIONAL QUANTIFICATION, WHEN PERFORMED); MULTIPLE STUDIES, AT REST AND/OR STRESS (EXERCISE OR PHARMACOLOGIC) AND/OR REDISTRIBUTION AND/OR REST REINJECTION",CPT
c78452_flag,numerical,2,78452,"MYOCARDIAL PERFUSION IMAGING, TOMOGRAPHIC (SPECT) (INCLUDING ATTENUATION CORRECTION, QUALITATIVE OR QUANTITATIVE WALL MOTION, EJECTION FRACTION BY FIRST PASS OR GATED TECHNIQUE, ADDITIONAL QUANTIFICATION, WHEN PERFORMED); MULTIPLE STUDIES, AT REST AND/OR STRESS (EXERCISE OR PHARMACOLOGIC) AND/OR REDISTRIBUTION AND/OR REST REINJECTION",CPT
c78452_index_max_dd,numerical,727,78452,"MYOCARDIAL PERFUSION IMAGING, TOMOGRAPHIC (SPECT) (INCLUDING ATTENUATION CORRECTION, QUALITATIVE OR QUANTITATIVE WALL MOTION, EJECTION FRACTION BY FIRST PASS OR GATED TECHNIQUE, ADDITIONAL QUANTIFICATION, WHEN PERFORMED); MULTIPLE STUDIES, AT REST AND/OR STRESS (EXERCISE OR PHARMACOLOGIC) AND/OR REDISTRIBUTION AND/OR REST REINJECTION",CPT
c78452_index_min_dd,numerical,729,78452,"MYOCARDIAL PERFUSION IMAGING, TOMOGRAPHIC (SPECT) (INCLUDING ATTENUATION CORRECTION, QUALITATIVE OR QUANTITATIVE WALL MOTION, EJECTION FRACTION BY FIRST PASS OR GATED TECHNIQUE, ADDITIONAL QUANTIFICATION, WHEN PERFORMED); MULTIPLE STUDIES, AT REST AND/OR STRESS (EXERCISE OR PHARMACOLOGIC) AND/OR REDISTRIBUTION AND/OR REST REINJECTION",CPT
c78452_max_min_dd,numerical,240,78452,"MYOCARDIAL PERFUSION IMAGING, TOMOGRAPHIC (SPECT) (INCLUDING ATTENUATION CORRECTION, QUALITATIVE OR QUANTITATIVE WALL MOTION, EJECTION FRACTION BY FIRST PASS OR GATED TECHNIQUE, ADDITIONAL QUANTIFICATION, WHEN PERFORMED); MULTIPLE STUDIES, AT REST AND/OR STRESS (EXERCISE OR PHARMACOLOGIC) AND/OR REDISTRIBUTION AND/OR REST REINJECTION",CPT
c78815_claim_cnt,numerical,8,78815,POSITRON EMISSION TOMOGRAPHY (PET) WITH CONCURRENTLY ACQUIRED COMPUTED TOMOGRAPHY (CT) FOR ATTENUATION CORRECTION AND ANATOMICAL LOCALIZATION IMAGING; SKULL BASE TO MID-THIGH,CPT
c78815_flag,numerical,2,78815,POSITRON EMISSION TOMOGRAPHY (PET) WITH CONCURRENTLY ACQUIRED COMPUTED TOMOGRAPHY (CT) FOR ATTENUATION CORRECTION AND ANATOMICAL LOCALIZATION IMAGING; SKULL BASE TO MID-THIGH,CPT
c78815_index_max_dd,numerical,423,78815,POSITRON EMISSION TOMOGRAPHY (PET) WITH CONCURRENTLY ACQUIRED COMPUTED TOMOGRAPHY (CT) FOR ATTENUATION CORRECTION AND ANATOMICAL LOCALIZATION IMAGING; SKULL BASE TO MID-THIGH,CPT
c78815_index_min_dd,numerical,464,78815,POSITRON EMISSION TOMOGRAPHY (PET) WITH CONCURRENTLY ACQUIRED COMPUTED TOMOGRAPHY (CT) FOR ATTENUATION CORRECTION AND ANATOMICAL LOCALIZATION IMAGING; SKULL BASE TO MID-THIGH,CPT
c78815_max_min_dd,numerical,145,78815,POSITRON EMISSION TOMOGRAPHY (PET) WITH CONCURRENTLY ACQUIRED COMPUTED TOMOGRAPHY (CT) FOR ATTENUATION CORRECTION AND ANATOMICAL LOCALIZATION IMAGING; SKULL BASE TO MID-THIGH,CPT
c78816_claim_cnt,numerical,7,78816,POSITRON EMISSION TOMOGRAPHY (PET) WITH CONCURRENTLY ACQUIRED COMPUTED TOMOGRAPHY (CT) FOR ATTENUATION CORRECTION AND ANATOMICAL LOCALIZATION IMAGING; WHOLE BODY,CPT
c78816_flag,numerical,2,78816,POSITRON EMISSION TOMOGRAPHY (PET) WITH CONCURRENTLY ACQUIRED COMPUTED TOMOGRAPHY (CT) FOR ATTENUATION CORRECTION AND ANATOMICAL LOCALIZATION IMAGING; WHOLE BODY,CPT
c78816_index_max_dd,numerical,387,78816,POSITRON EMISSION TOMOGRAPHY (PET) WITH CONCURRENTLY ACQUIRED COMPUTED TOMOGRAPHY (CT) FOR ATTENUATION CORRECTION AND ANATOMICAL LOCALIZATION IMAGING; WHOLE BODY,CPT
c78816_index_min_dd,numerical,446,78816,POSITRON EMISSION TOMOGRAPHY (PET) WITH CONCURRENTLY ACQUIRED COMPUTED TOMOGRAPHY (CT) FOR ATTENUATION CORRECTION AND ANATOMICAL LOCALIZATION IMAGING; WHOLE BODY,CPT
c78816_max_min_dd,numerical,138,78816,POSITRON EMISSION TOMOGRAPHY (PET) WITH CONCURRENTLY ACQUIRED COMPUTED TOMOGRAPHY (CT) FOR ATTENUATION CORRECTION AND ANATOMICAL LOCALIZATION IMAGING; WHOLE BODY,CPT
c80048_claim_cnt,numerical,31,80048,"BASIC METABOLIC PANEL (CALCIUM, TOTAL) THIS PANEL MUST INCLUDE THE FOLLOWING: CALCIUM, TOTAL (82310) CARBON DIOXIDE (BICARBONATE) (82374) CHLORIDE (82435) CREATININE (82565) GLUCOSE (82947) POTASSIUM (84132) SODIUM (84295) UREA NITROGEN (BUN) (84520)",CPT
c80048_flag,numerical,2,80048,"BASIC METABOLIC PANEL (CALCIUM, TOTAL) THIS PANEL MUST INCLUDE THE FOLLOWING: CALCIUM, TOTAL (82310) CARBON DIOXIDE (BICARBONATE) (82374) CHLORIDE (82435) CREATININE (82565) GLUCOSE (82947) POTASSIUM (84132) SODIUM (84295) UREA NITROGEN (BUN) (84520)",CPT
c80048_index_max_dd,numerical,731,80048,"BASIC METABOLIC PANEL (CALCIUM, TOTAL) THIS PANEL MUST INCLUDE THE FOLLOWING: CALCIUM, TOTAL (82310) CARBON DIOXIDE (BICARBONATE) (82374) CHLORIDE (82435) CREATININE (82565) GLUCOSE (82947) POTASSIUM (84132) SODIUM (84295) UREA NITROGEN (BUN) (84520)",CPT
c80048_index_min_dd,numerical,732,80048,"BASIC METABOLIC PANEL (CALCIUM, TOTAL) THIS PANEL MUST INCLUDE THE FOLLOWING: CALCIUM, TOTAL (82310) CARBON DIOXIDE (BICARBONATE) (82374) CHLORIDE (82435) CREATININE (82565) GLUCOSE (82947) POTASSIUM (84132) SODIUM (84295) UREA NITROGEN (BUN) (84520)",CPT
c80048_max_min_dd,numerical,724,80048,"BASIC METABOLIC PANEL (CALCIUM, TOTAL) THIS PANEL MUST INCLUDE THE FOLLOWING: CALCIUM, TOTAL (82310) CARBON DIOXIDE (BICARBONATE) (82374) CHLORIDE (82435) CREATININE (82565) GLUCOSE (82947) POTASSIUM (84132) SODIUM (84295) UREA NITROGEN (BUN) (84520)",CPT
c80050_claim_cnt,numerical,9,80050,"GENERAL HEALTH PANEL THIS PANEL MUST INCLUDE THE FOLLOWING: COMPREHENSIVE METABOLIC PANEL (80053) BLOOD COUNT, COMPLETE (CBC), AUTOMATED AND AUTOMATED DIFFERENTIAL WBC COUNT (85025 OR 85027 AND 85004) OR BLOOD COUNT, COMPLETE (CBC), AUTOMATED (85027) AND APPROPRIATE MANUAL DIFFERENTIAL WBC COUNT (85007 OR 85009) THYROID STIMULATING HORMONE (TSH) (84443)",CPT
c80050_flag,numerical,2,80050,"GENERAL HEALTH PANEL THIS PANEL MUST INCLUDE THE FOLLOWING: COMPREHENSIVE METABOLIC PANEL (80053) BLOOD COUNT, COMPLETE (CBC), AUTOMATED AND AUTOMATED DIFFERENTIAL WBC COUNT (85025 OR 85027 AND 85004) OR BLOOD COUNT, COMPLETE (CBC), AUTOMATED (85027) AND APPROPRIATE MANUAL DIFFERENTIAL WBC COUNT (85007 OR 85009) THYROID STIMULATING HORMONE (TSH) (84443)",CPT
c80050_index_max_dd,numerical,617,80050,"GENERAL HEALTH PANEL THIS PANEL MUST INCLUDE THE FOLLOWING: COMPREHENSIVE METABOLIC PANEL (80053) BLOOD COUNT, COMPLETE (CBC), AUTOMATED AND AUTOMATED DIFFERENTIAL WBC COUNT (85025 OR 85027 AND 85004) OR BLOOD COUNT, COMPLETE (CBC), AUTOMATED (85027) AND APPROPRIATE MANUAL DIFFERENTIAL WBC COUNT (85007 OR 85009) THYROID STIMULATING HORMONE (TSH) (84443)",CPT
c80050_index_min_dd,numerical,640,80050,"GENERAL HEALTH PANEL THIS PANEL MUST INCLUDE THE FOLLOWING: COMPREHENSIVE METABOLIC PANEL (80053) BLOOD COUNT, COMPLETE (CBC), AUTOMATED AND AUTOMATED DIFFERENTIAL WBC COUNT (85025 OR 85027 AND 85004) OR BLOOD COUNT, COMPLETE (CBC), AUTOMATED (85027) AND APPROPRIATE MANUAL DIFFERENTIAL WBC COUNT (85007 OR 85009) THYROID STIMULATING HORMONE (TSH) (84443)",CPT
c80050_max_min_dd,numerical,275,80050,"GENERAL HEALTH PANEL THIS PANEL MUST INCLUDE THE FOLLOWING: COMPREHENSIVE METABOLIC PANEL (80053) BLOOD COUNT, COMPLETE (CBC), AUTOMATED AND AUTOMATED DIFFERENTIAL WBC COUNT (85025 OR 85027 AND 85004) OR BLOOD COUNT, COMPLETE (CBC), AUTOMATED (85027) AND APPROPRIATE MANUAL DIFFERENTIAL WBC COUNT (85007 OR 85009) THYROID STIMULATING HORMONE (TSH) (84443)",CPT
c80051_claim_cnt,numerical,17,80051,ELECTROLYTE PANEL THIS PANEL MUST INCLUDE THE FOLLOWING: CARBON DIOXIDE (BICARBONATE) (82374) CHLORIDE (82435) POTASSIUM (84132) SODIUM (84295),CPT
c80051_flag,numerical,2,80051,ELECTROLYTE PANEL THIS PANEL MUST INCLUDE THE FOLLOWING: CARBON DIOXIDE (BICARBONATE) (82374) CHLORIDE (82435) POTASSIUM (84132) SODIUM (84295),CPT
c80051_index_max_dd,numerical,502,80051,ELECTROLYTE PANEL THIS PANEL MUST INCLUDE THE FOLLOWING: CARBON DIOXIDE (BICARBONATE) (82374) CHLORIDE (82435) POTASSIUM (84132) SODIUM (84295),CPT
c80051_index_min_dd,numerical,572,80051,ELECTROLYTE PANEL THIS PANEL MUST INCLUDE THE FOLLOWING: CARBON DIOXIDE (BICARBONATE) (82374) CHLORIDE (82435) POTASSIUM (84132) SODIUM (84295),CPT
c80051_max_min_dd,numerical,292,80051,ELECTROLYTE PANEL THIS PANEL MUST INCLUDE THE FOLLOWING: CARBON DIOXIDE (BICARBONATE) (82374) CHLORIDE (82435) POTASSIUM (84132) SODIUM (84295),CPT
c80053_claim_cnt,numerical,42,80053,"COMPREHENSIVE METABOLIC PANEL THIS PANEL MUST INCLUDE THE FOLLOWING: ALBUMIN (82040) BILIRUBIN, TOTAL (82247) CALCIUM, TOTAL (82310) CARBON DIOXIDE (BICARBONATE) (82374) CHLORIDE (82435) CREATININE (82565) GLUCOSE (82947) PHOSPHATASE, ALKALINE (84075) POTASSIUM (84132) PROTEIN, TOTAL (84155) SODIUM (84295) TRANSFERASE, ALANINE AMINO (ALT) (SGPT) (84460) TRANSFERASE, ASPARTATE AMINO (AST) (SGOT) (84450) UREA NITROGEN (BUN) (84520)",CPT
c80053_flag,numerical,2,80053,"COMPREHENSIVE METABOLIC PANEL THIS PANEL MUST INCLUDE THE FOLLOWING: ALBUMIN (82040) BILIRUBIN, TOTAL (82247) CALCIUM, TOTAL (82310) CARBON DIOXIDE (BICARBONATE) (82374) CHLORIDE (82435) CREATININE (82565) GLUCOSE (82947) PHOSPHATASE, ALKALINE (84075) POTASSIUM (84132) PROTEIN, TOTAL (84155) SODIUM (84295) TRANSFERASE, ALANINE AMINO (ALT) (SGPT) (84460) TRANSFERASE, ASPARTATE AMINO (AST) (SGOT) (84450) UREA NITROGEN (BUN) (84520)",CPT
c80053_index_max_dd,numerical,732,80053,"COMPREHENSIVE METABOLIC PANEL THIS PANEL MUST INCLUDE THE FOLLOWING: ALBUMIN (82040) BILIRUBIN, TOTAL (82247) CALCIUM, TOTAL (82310) CARBON DIOXIDE (BICARBONATE) (82374) CHLORIDE (82435) CREATININE (82565) GLUCOSE (82947) PHOSPHATASE, ALKALINE (84075) POTASSIUM (84132) PROTEIN, TOTAL (84155) SODIUM (84295) TRANSFERASE, ALANINE AMINO (ALT) (SGPT) (84460) TRANSFERASE, ASPARTATE AMINO (AST) (SGOT) (84450) UREA NITROGEN (BUN) (84520)",CPT
c80053_index_min_dd,numerical,732,80053,"COMPREHENSIVE METABOLIC PANEL THIS PANEL MUST INCLUDE THE FOLLOWING: ALBUMIN (82040) BILIRUBIN, TOTAL (82247) CALCIUM, TOTAL (82310) CARBON DIOXIDE (BICARBONATE) (82374) CHLORIDE (82435) CREATININE (82565) GLUCOSE (82947) PHOSPHATASE, ALKALINE (84075) POTASSIUM (84132) PROTEIN, TOTAL (84155) SODIUM (84295) TRANSFERASE, ALANINE AMINO (ALT) (SGPT) (84460) TRANSFERASE, ASPARTATE AMINO (AST) (SGOT) (84450) UREA NITROGEN (BUN) (84520)",CPT
c80053_max_min_dd,numerical,732,80053,"COMPREHENSIVE METABOLIC PANEL THIS PANEL MUST INCLUDE THE FOLLOWING: ALBUMIN (82040) BILIRUBIN, TOTAL (82247) CALCIUM, TOTAL (82310) CARBON DIOXIDE (BICARBONATE) (82374) CHLORIDE (82435) CREATININE (82565) GLUCOSE (82947) PHOSPHATASE, ALKALINE (84075) POTASSIUM (84132) PROTEIN, TOTAL (84155) SODIUM (84295) TRANSFERASE, ALANINE AMINO (ALT) (SGPT) (84460) TRANSFERASE, ASPARTATE AMINO (AST) (SGOT) (84450) UREA NITROGEN (BUN) (84520)",CPT
c80061_claim_cnt,numerical,19,80061,"LIPID PANEL THIS PANEL MUST INCLUDE THE FOLLOWING: CHOLESTEROL, SERUM, TOTAL (82465) LIPOPROTEIN, DIRECT MEASUREMENT, HIGH DENSITY CHOLESTEROL (HDL CHOLESTEROL) (83718) TRIGLYCERIDES (84478)",CPT
c80061_flag,numerical,2,80061,"LIPID PANEL THIS PANEL MUST INCLUDE THE FOLLOWING: CHOLESTEROL, SERUM, TOTAL (82465) LIPOPROTEIN, DIRECT MEASUREMENT, HIGH DENSITY CHOLESTEROL (HDL CHOLESTEROL) (83718) TRIGLYCERIDES (84478)",CPT
c80061_index_max_dd,numerical,732,80061,"LIPID PANEL THIS PANEL MUST INCLUDE THE FOLLOWING: CHOLESTEROL, SERUM, TOTAL (82465) LIPOPROTEIN, DIRECT MEASUREMENT, HIGH DENSITY CHOLESTEROL (HDL CHOLESTEROL) (83718) TRIGLYCERIDES (84478)",CPT
c80061_index_min_dd,numerical,732,80061,"LIPID PANEL THIS PANEL MUST INCLUDE THE FOLLOWING: CHOLESTEROL, SERUM, TOTAL (82465) LIPOPROTEIN, DIRECT MEASUREMENT, HIGH DENSITY CHOLESTEROL (HDL CHOLESTEROL) (83718) TRIGLYCERIDES (84478)",CPT
c80061_max_min_dd,numerical,724,80061,"LIPID PANEL THIS PANEL MUST INCLUDE THE FOLLOWING: CHOLESTEROL, SERUM, TOTAL (82465) LIPOPROTEIN, DIRECT MEASUREMENT, HIGH DENSITY CHOLESTEROL (HDL CHOLESTEROL) (83718) TRIGLYCERIDES (84478)",CPT
c80076_claim_cnt,numerical,18,80076,"HEPATIC FUNCTION PANEL THIS PANEL MUST INCLUDE THE FOLLOWING: ALBUMIN (82040) BILIRUBIN, TOTAL (82247) BILIRUBIN, DIRECT (82248) PHOSPHATASE, ALKALINE (84075) PROTEIN, TOTAL (84155) TRANSFERASE, ALANINE AMINO (ALT) (SGPT) (84460) TRANSFERASE, ASPARTATE AMINO (AST) (SGOT) (84450)",CPT
c80076_flag,numerical,2,80076,"HEPATIC FUNCTION PANEL THIS PANEL MUST INCLUDE THE FOLLOWING: ALBUMIN (82040) BILIRUBIN, TOTAL (82247) BILIRUBIN, DIRECT (82248) PHOSPHATASE, ALKALINE (84075) PROTEIN, TOTAL (84155) TRANSFERASE, ALANINE AMINO (ALT) (SGPT) (84460) TRANSFERASE, ASPARTATE AMINO (AST) (SGOT) (84450)",CPT
c80076_index_max_dd,numerical,698,80076,"HEPATIC FUNCTION PANEL THIS PANEL MUST INCLUDE THE FOLLOWING: ALBUMIN (82040) BILIRUBIN, TOTAL (82247) BILIRUBIN, DIRECT (82248) PHOSPHATASE, ALKALINE (84075) PROTEIN, TOTAL (84155) TRANSFERASE, ALANINE AMINO (ALT) (SGPT) (84460) TRANSFERASE, ASPARTATE AMINO (AST) (SGOT) (84450)",CPT
c80076_index_min_dd,numerical,721,80076,"HEPATIC FUNCTION PANEL THIS PANEL MUST INCLUDE THE FOLLOWING: ALBUMIN (82040) BILIRUBIN, TOTAL (82247) BILIRUBIN, DIRECT (82248) PHOSPHATASE, ALKALINE (84075) PROTEIN, TOTAL (84155) TRANSFERASE, ALANINE AMINO (ALT) (SGPT) (84460) TRANSFERASE, ASPARTATE AMINO (AST) (SGOT) (84450)",CPT
c80076_max_min_dd,numerical,587,80076,"HEPATIC FUNCTION PANEL THIS PANEL MUST INCLUDE THE FOLLOWING: ALBUMIN (82040) BILIRUBIN, TOTAL (82247) BILIRUBIN, DIRECT (82248) PHOSPHATASE, ALKALINE (84075) PROTEIN, TOTAL (84155) TRANSFERASE, ALANINE AMINO (ALT) (SGPT) (84460) TRANSFERASE, ASPARTATE AMINO (AST) (SGOT) (84450)",CPT
c81000_claim_cnt,numerical,24,81000,"URINALYSIS, BY DIP STICK OR TABLET REAGENT FOR BILIRUBIN, GLUCOSE, HEMOGLOBIN, KETONES, LEUKOCYTES, NITRITE, PH, PROTEIN, SPECIFIC GRAVITY, UROBILINOGEN, ANY NUMBER OF THESE CONSTITUENTS; NON-AUTOMATED, WITH MICROSCOPY",CPT
c81000_flag,numerical,2,81000,"URINALYSIS, BY DIP STICK OR TABLET REAGENT FOR BILIRUBIN, GLUCOSE, HEMOGLOBIN, KETONES, LEUKOCYTES, NITRITE, PH, PROTEIN, SPECIFIC GRAVITY, UROBILINOGEN, ANY NUMBER OF THESE CONSTITUENTS; NON-AUTOMATED, WITH MICROSCOPY",CPT
c81000_index_max_dd,numerical,726,81000,"URINALYSIS, BY DIP STICK OR TABLET REAGENT FOR BILIRUBIN, GLUCOSE, HEMOGLOBIN, KETONES, LEUKOCYTES, NITRITE, PH, PROTEIN, SPECIFIC GRAVITY, UROBILINOGEN, ANY NUMBER OF THESE CONSTITUENTS; NON-AUTOMATED, WITH MICROSCOPY",CPT
c81000_index_min_dd,numerical,728,81000,"URINALYSIS, BY DIP STICK OR TABLET REAGENT FOR BILIRUBIN, GLUCOSE, HEMOGLOBIN, KETONES, LEUKOCYTES, NITRITE, PH, PROTEIN, SPECIFIC GRAVITY, UROBILINOGEN, ANY NUMBER OF THESE CONSTITUENTS; NON-AUTOMATED, WITH MICROSCOPY",CPT
c81000_max_min_dd,numerical,692,81000,"URINALYSIS, BY DIP STICK OR TABLET REAGENT FOR BILIRUBIN, GLUCOSE, HEMOGLOBIN, KETONES, LEUKOCYTES, NITRITE, PH, PROTEIN, SPECIFIC GRAVITY, UROBILINOGEN, ANY NUMBER OF THESE CONSTITUENTS; NON-AUTOMATED, WITH MICROSCOPY",CPT
c81001_claim_cnt,numerical,29,81001,"URINALYSIS, BY DIP STICK OR TABLET REAGENT FOR BILIRUBIN, GLUCOSE, HEMOGLOBIN, KETONES, LEUKOCYTES, NITRITE, PH, PROTEIN, SPECIFIC GRAVITY, UROBILINOGEN, ANY NUMBER OF THESE CONSTITUENTS; AUTOMATED, WITH MICROSCOPY",CPT
c81001_flag,numerical,2,81001,"URINALYSIS, BY DIP STICK OR TABLET REAGENT FOR BILIRUBIN, GLUCOSE, HEMOGLOBIN, KETONES, LEUKOCYTES, NITRITE, PH, PROTEIN, SPECIFIC GRAVITY, UROBILINOGEN, ANY NUMBER OF THESE CONSTITUENTS; AUTOMATED, WITH MICROSCOPY",CPT
c81001_index_max_dd,numerical,731,81001,"URINALYSIS, BY DIP STICK OR TABLET REAGENT FOR BILIRUBIN, GLUCOSE, HEMOGLOBIN, KETONES, LEUKOCYTES, NITRITE, PH, PROTEIN, SPECIFIC GRAVITY, UROBILINOGEN, ANY NUMBER OF THESE CONSTITUENTS; AUTOMATED, WITH MICROSCOPY",CPT
c81001_index_min_dd,numerical,732,81001,"URINALYSIS, BY DIP STICK OR TABLET REAGENT FOR BILIRUBIN, GLUCOSE, HEMOGLOBIN, KETONES, LEUKOCYTES, NITRITE, PH, PROTEIN, SPECIFIC GRAVITY, UROBILINOGEN, ANY NUMBER OF THESE CONSTITUENTS; AUTOMATED, WITH MICROSCOPY",CPT
c81001_max_min_dd,numerical,729,81001,"URINALYSIS, BY DIP STICK OR TABLET REAGENT FOR BILIRUBIN, GLUCOSE, HEMOGLOBIN, KETONES, LEUKOCYTES, NITRITE, PH, PROTEIN, SPECIFIC GRAVITY, UROBILINOGEN, ANY NUMBER OF THESE CONSTITUENTS; AUTOMATED, WITH MICROSCOPY",CPT
c81002_claim_cnt,numerical,26,81002,"URINALYSIS, BY DIP STICK OR TABLET REAGENT FOR BILIRUBIN, GLUCOSE, HEMOGLOBIN, KETONES, LEUKOCYTES, NITRITE, PH, PROTEIN, SPECIFIC GRAVITY, UROBILINOGEN, ANY NUMBER OF THESE CONSTITUENTS; NON-AUTOMATED, WITHOUT MICROSCOPY",CPT
c81002_flag,numerical,2,81002,"URINALYSIS, BY DIP STICK OR TABLET REAGENT FOR BILIRUBIN, GLUCOSE, HEMOGLOBIN, KETONES, LEUKOCYTES, NITRITE, PH, PROTEIN, SPECIFIC GRAVITY, UROBILINOGEN, ANY NUMBER OF THESE CONSTITUENTS; NON-AUTOMATED, WITHOUT MICROSCOPY",CPT
c81002_index_max_dd,numerical,730,81002,"URINALYSIS, BY DIP STICK OR TABLET REAGENT FOR BILIRUBIN, GLUCOSE, HEMOGLOBIN, KETONES, LEUKOCYTES, NITRITE, PH, PROTEIN, SPECIFIC GRAVITY, UROBILINOGEN, ANY NUMBER OF THESE CONSTITUENTS; NON-AUTOMATED, WITHOUT MICROSCOPY",CPT
c81002_index_min_dd,numerical,732,81002,"URINALYSIS, BY DIP STICK OR TABLET REAGENT FOR BILIRUBIN, GLUCOSE, HEMOGLOBIN, KETONES, LEUKOCYTES, NITRITE, PH, PROTEIN, SPECIFIC GRAVITY, UROBILINOGEN, ANY NUMBER OF THESE CONSTITUENTS; NON-AUTOMATED, WITHOUT MICROSCOPY",CPT
